photo_id,user_id,lat,long,url_original,category,username,date,raw_text,preprocessed_text,is_text_missing,is_llava_imputed,local_image_path,download_ok,image_ok,quality_warning,blur_score,brightness_score,llava_raw_caption
df5d92d8-e862-4648-bd03-8281674a439f,3ca70150-c635-4492-9c37-48be77eb084b,47.499924,8.762438,https://urbanbelonging.app/minio/photo-uploads-prod/3fc71f17-f96b-4242-9798-2eb97aefd059-1600.jpeg,works_well,fabribg,25-03-2026,"Heating works very well | It got very windy, rainy and cold fast Outside and the busdriver immediately turned on the heating, that works well",heating works very well it got very windy rainy and cold fast outside and the busdriver instantly turned on the heating that works well,False,False,data/images/df5d92d8-e862-4648-bd03-8281674a439f.jpeg,True,True,none,205.0,115.79,
cdd7c221-ed60-4f44-8c8e-2b648490bd6d,3ca70150-c635-4492-9c37-48be77eb084b,47.49579,8.741632,https://urbanbelonging.app/minio/photo-uploads-prod/4424d10b-4db4-4878-9d9d-9fd81d1d5750-1600.jpeg,works_well,fabribg,25-03-2026,"Bus stop very well delineated | Its very important because the people need to know at which position to expect the bus. It makes the exchange of passengers more efficient. | Preserved respecting the position, think as a passenger and spread along the lines.",bus stop very well delineated its very important because the people need to know at which position to expect the bus it makes the exchange of passengers more efficient preserved respecting the position think as a fitting and spread along the lines,False,False,data/images/cdd7c221-ed60-4f44-8c8e-2b648490bd6d.jpeg,True,True,none,1215.09,123.87,
f0e044e4-6385-4b98-ba23-dcca442c279f,3ca70150-c635-4492-9c37-48be77eb084b,47.49674,8.740428,https://urbanbelonging.app/minio/photo-uploads-prod/39d1684a-82a7-4cae-8e89-92b7fdfec61f-1600.jpeg,works_well,fabribg,25-03-2026,"Buses respect their distances | 3 buses waiting to leave and pick up passengers, event though they are late, still don't rush and respect their turns and distances. | I don't think it can be strengthened anymore, that's swiss culture.",buses respect their distances 3 buses waiting to leave and pick up passgers event though they are late still don t rush and respect their turns and distances i don t think it can be strengthened anymore that s swiss culture,False,False,data/images/f0e044e4-6385-4b98-ba23-dcca442c279f.jpeg,True,True,none,632.9,73.51,
6bd90447-2ff9-402a-b931-7de9b50bdc92,0f489cda-b398-4172-a173-fd2645b61c75,47.503014,8.767903,https://urbanbelonging.app/minio/photo-uploads-prod/60fc7373-0ce2-40be-b1a0-35ed0cb8f38d-1600.jpeg,works_well,andrewdd8400,26-03-2026,"Pedestrian crossings at both sides of bus stop | You can cross safely once getting off the bus, or going to the stop | Not changing it",pedestrian crossings at both sides of bus stop you can cross safely once getting off the bus or going to the stop not changing it,False,False,data/images/6bd90447-2ff9-402a-b931-7de9b50bdc92.jpeg,True,True,none,1124.52,138.34,
95eff575-36bc-4bd6-b9ef-5fab0b9ee256,0f489cda-b398-4172-a173-fd2645b61c75,47.502613,8.765862,https://urbanbelonging.app/minio/photo-uploads-prod/51382e7f-99ff-4af4-bf02-bbbc0753ab90-1600.jpeg,works_well,andrewdd8400,26-03-2026,Estimated arrival time at bus stops | I can estimate an exact time of arrival | Keep as is,estimated arrival time at bus stops i can estimate an exact time of arrival keep as is on trains,False,False,data/images/95eff575-36bc-4bd6-b9ef-5fab0b9ee256.jpeg,True,True,too blurry,23.21,111.93,
79a856d4-ce5f-4d19-aa08-647bfa2b5fc5,1e2e7ec8-389b-4c3c-af94-9c5254a92bc5,47.305973,8.448873,https://urbanbelonging.app/minio/photo-uploads-prod/f844beb0-c185-499c-8984-425f764785f9-1600.jpeg,works_well,noahb,26-03-2026,Sitze sind meist sehr sauber und in gepflegtem Zustand | Auf dreckigen Sitzflächen sitzen ist unangenehm | Gut reinigen,seats are usually very clean and in good condition sitting on dirty seats is unpleasant clean well mostly in all trains relatively solid,False,False,data/images/79a856d4-ce5f-4d19-aa08-647bfa2b5fc5.jpeg,True,True,none,139.73,100.24,
0ad20697-59d5-4758-8be6-f9f7b3b599cf,d020f6f1-d773-4f59-aab0-986847608c57,47.497852,8.716176,https://urbanbelonging.app/minio/photo-uploads-prod/82315e1c-3fc6-4714-8728-c24e03609e6c-1600.jpeg,works_well,navin,26-03-2026,Bus | It’s my favorite bus and it drives in a really good frequency. | The politeness of the staff.,bus its my favorite bus and it drives in a really good frequency the politicaless of the staff every day,False,False,data/images/0ad20697-59d5-4758-8be6-f9f7b3b599cf.jpeg,True,True,too blurry,36.19,134.73,
6794828e-3465-4c1e-960f-a9ced0691437,1e2e7ec8-389b-4c3c-af94-9c5254a92bc5,47.29661,8.447476,https://urbanbelonging.app/minio/photo-uploads-prod/eaf8b1a4-a705-4837-96ad-872e533dc980-1600.jpeg,works_well,noahb,26-03-2026,"Scheiben sind meist sauber und nicht verkratzt | Wenn man aus dem Fenster schauen will, sind saubere Fenster wichtig. | Fenster schön putzen von innen und aussen",windows are usually clean and not scratched if you want to look out the window clean windows are important window nice cleaning from the inside and outside in most trains,False,False,data/images/6794828e-3465-4c1e-960f-a9ced0691437.jpeg,True,True,none,375.22,139.32,
75006f50-a630-4838-91e1-d18b7704ecd7,d020f6f1-d773-4f59-aab0-986847608c57,47.496235,8.713979,https://urbanbelonging.app/minio/photo-uploads-prod/19714699-3bcb-4b5e-82ea-cabf5b223815-1600.jpeg,works_well,navin,26-03-2026,Nice view | There is a nice view from the bus. | Nothing,nice view there is a nice view from the bus nothing not really that s normal in switzerland,False,False,data/images/75006f50-a630-4838-91e1-d18b7704ecd7.jpeg,True,True,none,129.39,137.83,
ffc38151-2794-48d7-a9f9-ed8788071fe0,fa50b577-a1eb-4819-a7c1-931a34c4e2bc,47.50161,8.751913,https://urbanbelonging.app/minio/photo-uploads-prod/0f33a4e0-5542-421a-8618-1757d7ac279d-1600.jpeg,works_well,emilie,30-03-2026,Gute schnelle verbindungen von grüze direkt nach zürich,good fast connections from gr ze directly to z rich,False,False,data/images/ffc38151-2794-48d7-a9f9-ed8788071fe0.jpeg,True,True,none,148.21,98.0,
ca2eb3b3-3dfb-4d5c-bb21-3e8b1090deb2,5357067a-082f-4544-8ef0-d33d38670e56,47.490074,8.717019,https://urbanbelonging.app/minio/photo-uploads-prod/64249e34-5088-4ef8-8fc8-9870308f199c-1600.jpeg,works_well,ernst,31-03-2026,Haltestelle Storchenbrücke steht auf der Seite wo niemand wohnt. Platz gibt es ausreichend nach dem Abbiegen der Linie 4. Das Queren der Strasse ist für Fussgänger langwierig und gefährlich.,stop storchenbr cke stands on the side where nobody lives place there is sufficient after turning the line 4 crossing the road is long and dangerous for pedestrians,False,False,data/images/ca2eb3b3-3dfb-4d5c-bb21-3e8b1090deb2.jpeg,True,True,none,903.78,148.31,
f368942b-51b3-4830-9deb-383d0f4aa95b,5357067a-082f-4544-8ef0-d33d38670e56,47.49016,8.717011,https://urbanbelonging.app/minio/photo-uploads-prod/0f33a288-733e-4837-bf25-5bd99e787998-1600.jpeg,works_well,ernst,31-03-2026,alternative Stelle für Bushaltestelle Storchenbrücke Linie 4 auf der Seite wo die Fahrgäste wohnen.,alternative place for bus stop storchenbr cke line 4 on the side where the passengers live,False,False,data/images/f368942b-51b3-4830-9deb-383d0f4aa95b.jpeg,True,True,none,1365.91,131.39,
b991490b-d245-4295-bf0f-a326fef96f12,aedbe82d-5cd6-4e4a-9ce1-0740f04af721,47.49872,8.7243185,https://urbanbelonging.app/minio/photo-uploads-prod/3b87a239-1eb0-452a-8c08-a8d0bd3e4b00-1600.jpeg,works_well,wenger,18-02-2026,"Ladekabel station fürs handy | Weil man es immer brauchen kann. Heutzutage ist man sehr viel am handy.
Vor allem am abend wenn es schon dunkel ist schätze ich solche stationen sehr | Not everytime the station is working
More checking
And more of that station in the bus. Often there are know whone or less",charging cable station for phone because you can always use it nowadays you are very much at mobile especially in the evening when it is already dark i appreciate such stations very not everytime the station is working more checking and more of that station in the bus often there are know who or less at the evening after work and low battery i approach it,False,False,data/images/b991490b-d245-4295-bf0f-a326fef96f12.jpeg,True,True,too blurry,25.21,136.41,
d51807a7-5f48-462b-b076-1d38cd002f19,aedbe82d-5cd6-4e4a-9ce1-0740f04af721,47.497776,8.716852,https://urbanbelonging.app/minio/photo-uploads-prod/2a50fc5c-975f-4186-9b00-c9130e372354-1600.jpeg,works_well,wenger,18-02-2026,"Pünktlicher Bus | Weil ich nun pünktlich an mein Ziel komme
Zudem ist es draussen kalt und so muss ich kocht frieren
Ich schätze es das der Bus rechtzeitig ankommt | Couldnt been better 
Just happy how it is",punctual bus because i get to my destination on time and it s cold outside and so i have to freeze i guess the bus arrives in time couldnt been better just happy how it is often the bus is coming at correct time,False,False,data/images/d51807a7-5f48-462b-b076-1d38cd002f19.jpeg,True,True,none,461.6,159.64,
35be8ff4-2b42-426f-84e6-e55807f6ffd0,aedbe82d-5cd6-4e4a-9ce1-0740f04af721,47.50154,8.723366,https://urbanbelonging.app/minio/photo-uploads-prod/8e879d4c-2b89-417f-bff6-d48d540b768e-1600.jpeg,works_well,wenger,18-02-2026,,topic broken trash bins description two broken glass trash cans at a train station waiting area how to resolve or strengthen fix and replace damaged ones maintain cleanliness,True,True,data/images/35be8ff4-2b42-426f-84e6-e55807f6ffd0.jpeg,True,True,none,148.13,80.29,topic broken trash bins description two broken glass trash cans at a train station waiting area how to resolve or strengthen fix and replace damaged ones maintain cleanliness
12f63da3-c779-48bc-8cd7-817f5a0eb10c,25ce643a-b10b-464d-996a-6f41a3b85a39,47.348713,8.574797,https://urbanbelonging.app/minio/photo-uploads-prod/4dd1a630-218a-45bf-9fac-68ad9e13009e-1600.jpeg,works_well,vicente,19-02-2026,Local train S-Bahn from Winterthur to Winterthur Grüze super on time | Allows punctual arrival to destination | Keep infrastructure and operations management intact,local train s bahn from winterthur to winterthur gr ze super on time allows punctual arrival to destiny keep infrastructure and operations management intact,False,False,data/images/12f63da3-c779-48bc-8cd7-817f5a0eb10c.jpeg,True,True,none,505.48,101.72,
b7ee1818-a318-4309-a963-587e9187bbe5,b35f73ff-152a-4d66-b52a-5ac0af337c97,,,https://urbanbelonging.app/minio/photo-uploads-prod/3ca3ce97-92a4-4bf5-b247-ce477fbce49b-1600.jpeg,works_well,csd,20-02-2026,,topic train on track description the train is an old steam locomotive moving along tracks in a mountainous area how to resolve or strengthen invest in modern rail technology for faster and more efficient transportation,True,True,data/images/b7ee1818-a318-4309-a963-587e9187bbe5.jpeg,True,True,none,540.5,147.52,topic train on track description the train is an old steam locomotive moving along tracks in a mountainous area how to resolve or strengthen invest in modern rail technology for faster and more efficient transportation
22764211-f0d9-4320-bc23-58badf0923cc,1e2e7ec8-389b-4c3c-af94-9c5254a92bc5,47.499527,8.722849,https://urbanbelonging.app/minio/photo-uploads-prod/75da8761-10bf-47b5-ae03-977ea79ff928-1600.jpeg,works_well,noahb,20-02-2026,Es hat noch Platz | Es ist sehr ruhig | Indem man sittliche Gepflogenheiten aufrecht erhält,there s still room it s very quiet maintaining moral practices mostly in trains that are not too crowded,False,False,data/images/22764211-f0d9-4320-bc23-58badf0923cc.jpeg,True,True,none,55.33,97.11,
86555786-1610-4400-b30e-9b7c09195018,1e2e7ec8-389b-4c3c-af94-9c5254a92bc5,47.27637,8.446775,https://urbanbelonging.app/minio/photo-uploads-prod/b5165e19-2ab7-48dc-a64c-6d13b7c034bb-1600.jpeg,works_well,noahb,21-02-2026,Verspätungen werden transparent gemacht | man weiss was los ist und wie viel Verspätung der Zug hat | weiterhin gut kommunizieren und ehrlich sein,delays are made transparent you know what s going on and how much delay the train has continue to communicate well and be honest time and again in everyday life,False,False,data/images/86555786-1610-4400-b30e-9b7c09195018.jpeg,True,True,none,86.78,126.88,
203de081-6da6-4651-ab37-4c6675041e56,1e2e7ec8-389b-4c3c-af94-9c5254a92bc5,47.26372,8.423975,https://urbanbelonging.app/minio/photo-uploads-prod/d1dda20f-bcd5-4c61-93f0-4460bfb04926-1600.jpeg,works_well,noahb,22-02-2026,"Tiere sind im ÖV erlaubt und Tierhalter achten darauf, dass sich die Tiere anständig benehmen | Ich finde das sehr tolerant von der SBB | keine Tierverbote einführen",animals are allowed in public transport and keepers ensure that the animals behave properly i find this very tolerant from the sbb do not introduce any animal bans i keep seeing animals in public transport and there have never been any problems,False,False,data/images/203de081-6da6-4651-ab37-4c6675041e56.jpeg,True,True,none,232.8,124.8,
2b0f9bb2-5f1a-428e-b9f9-fc57ceea03be,1e2e7ec8-389b-4c3c-af94-9c5254a92bc5,47.26372,8.423975,https://urbanbelonging.app/minio/photo-uploads-prod/36bd527a-2cd4-42a0-80e8-6041598ce1ac-1600.jpeg,works_well,noahb,22-02-2026,"auch wenn es mal eng wird bleiben alles respektvoll und brauchen nicht zu viel Platz für Beine, Rucksäcke, etc | weil der Platz begrenzt ist und da muss man sich nicht unnötig breit machen | auf andere Gäste im ÖV Rücksicht nehmen",even if it gets tight everything will remain respectful and do not need too much space for legs backpacks etc because the space is limited and you don t have to make yourself unnecessarily wide consider other guests in public transport almost daily at peak times,False,False,data/images/2b0f9bb2-5f1a-428e-b9f9-fc57ceea03be.jpeg,True,True,too blurry,31.8,53.57,
ab37489c-c669-4a76-9cca-51a4d6a0db81,3cf2b008-a356-4dbb-afa9-3a21e602f640,,,https://urbanbelonging.app/minio/photo-uploads-prod/33ab29f9-ff16-45fe-9b81-e99c054d5d44-1600.jpeg,works_well,simon_meili,24-02-2026,"On Time, not too packed | I’m in the office in 30min. Really spontaneous with great connection | Everythinf was good",on time not too packed i m in the office in 30min really spontaneous with great connection everything was good,False,False,data/images/ab37489c-c669-4a76-9cca-51a4d6a0db81.jpeg,True,True,none,1336.03,128.78,
54edf37b-a554-48f5-a58a-535138f8a775,7372714e-6fd6-40b7-962e-92ea4ac2669b,,,https://urbanbelonging.app/minio/photo-uploads-prod/c1f323a4-cda1-4e87-82de-2c6cef727ae4-1600.jpeg,works_well,nm,26-02-2026,Zug ist fast pünktlich,train is almost on time,False,False,data/images/54edf37b-a554-48f5-a58a-535138f8a775.jpeg,True,True,too blurry,21.58,121.79,
1ba67aaa-8885-45d9-ab4f-ff28078224bb,7372714e-6fd6-40b7-962e-92ea4ac2669b,,,https://urbanbelonging.app/minio/photo-uploads-prod/482aa6f6-75d9-4f53-87b3-7e2bbd210c8c-1600.jpeg,works_well,nm,26-02-2026,Ankunft in Winterthur ohne weitere Verspätung,arrival in winterthur without further delay,False,False,data/images/1ba67aaa-8885-45d9-ab4f-ff28078224bb.jpeg,True,True,too blurry,16.03,92.13,
72dd05da-273b-476e-8128-417d7f09fdf8,7372714e-6fd6-40b7-962e-92ea4ac2669b,,,https://urbanbelonging.app/minio/photo-uploads-prod/1acd18fa-c4d9-4b00-9aaa-9ba44233f930-1600.jpeg,works_well,nm,26-02-2026,Zug ist da,train s here,False,False,data/images/72dd05da-273b-476e-8128-417d7f09fdf8.jpeg,True,True,too blurry,28.23,91.79,
a6f0fc21-00b3-46e0-aa63-ec9b19e0ac05,7372714e-6fd6-40b7-962e-92ea4ac2669b,,,https://urbanbelonging.app/minio/photo-uploads-prod/e87bfa51-f665-4410-b2a5-8c7c5e87f2e6-1600.jpeg,works_well,nm,26-02-2026,Anschlusszug wartet noch bzw. Ist schon da.,connection train is still waiting or is already there,False,False,data/images/a6f0fc21-00b3-46e0-aa63-ec9b19e0ac05.jpeg,True,True,too blurry,7.2,88.61,
2cff1bd8-6930-4f21-8846-4063e26e1ac0,7372714e-6fd6-40b7-962e-92ea4ac2669b,,,https://urbanbelonging.app/minio/photo-uploads-prod/cac2b3d6-65c7-405b-83a2-9be98104a71a-1600.jpeg,works_well,nm,26-02-2026,Jetzt noch ein kurzer Fussweg,now a short walk,False,False,data/images/2cff1bd8-6930-4f21-8846-4063e26e1ac0.jpeg,True,True,none,76.66,147.86,
ffd8478b-a20d-4094-8394-06799714ffc6,4c34c8d8-b57e-4ad0-8ca3-27843cd9faf1,47.497894,8.729684,https://urbanbelonging.app/minio/photo-uploads-prod/c8fd254c-b637-4e7f-8b01-ae29239487eb-1600.jpeg,works_well,miqilo,26-02-2026,,topic people in park description group of people standing around in park square on their phones how to resolve or strengthen provide more seating areas,True,True,data/images/ffd8478b-a20d-4094-8394-06799714ffc6.jpeg,True,True,none,821.81,121.51,topic people in park description group of people standing around in park square on their phones how to resolve or strengthen provide more seating areas
e79b1318-6f86-4e24-895c-f8ba2652771c,fd6fa9f7-bb7b-4522-805f-b49b80941b7d,,,https://urbanbelonging.app/minio/photo-uploads-prod/13d1f27e-63b3-4377-bae6-85f208a4358b-1600.jpeg,works_well,xolivier,26-02-2026,"Chess for everyone to play | Gives a playful vibe, engages the people together. | Maybe build a food court around it to combine play and food.",chess for everyone to play gives a playful vibe engagements the people together maybe build a food court around it to combine play and food lakes some chess boards in other cities in switzerland,False,False,data/images/e79b1318-6f86-4e24-895c-f8ba2652771c.jpeg,True,True,none,4878.32,115.04,
9dcdb55a-971e-44d5-b01d-72ab37c3eb30,160f1796-7e54-49e7-80dc-0b675516028b,47.4983,8.731007,https://urbanbelonging.app/minio/photo-uploads-prod/1cb30012-ff6e-445e-b383-21307f85e300-1600.jpeg,works_well,rojan,26-02-2026,"Nice Park | Treffpunkt für Leute | Essenstände, Veranstaltungen",nice park meeting point for people food stalls events a park right in the old town including a chessboard to play,False,False,data/images/9dcdb55a-971e-44d5-b01d-72ab37c3eb30.jpeg,True,True,none,1043.59,124.45,
bf25b9f6-5e9c-4c97-a7bc-b72ddf482ad6,4c34c8d8-b57e-4ad0-8ca3-27843cd9faf1,47.498528,8.725016,https://urbanbelonging.app/minio/photo-uploads-prod/9dc335f2-483c-4791-b3db-47a9ab24e178-1600.jpeg,works_well,miqilo,26-02-2026,well designed bus station | Cause its the main Station | more green spots like trees,well designed bus station cause its the main station more green spots like trees,False,False,data/images/bf25b9f6-5e9c-4c97-a7bc-b72ddf482ad6.jpeg,True,True,none,1949.7,120.76,
6fafb616-53b3-4723-b2c3-d7120d81a3f3,3a161102-0dcd-4b81-bb0f-e9e5f419778b,,,https://urbanbelonging.app/minio/photo-uploads-prod/cfc71c32-2679-4a2d-abb0-ad1d6cade92c-1600.jpeg,works_well,teri284,26-02-2026,Lots of busses with lots of good connections | The connections are very good planned and welle done with the informations from,lots of buses with lots of good connections the connections are very good planned and wave done with the informations from,False,False,data/images/6fafb616-53b3-4723-b2c3-d7120d81a3f3.jpeg,True,True,none,167.05,96.41,
ac50afed-0dd4-4178-a502-988606879ae0,160f1796-7e54-49e7-80dc-0b675516028b,47.500385,8.7307625,https://urbanbelonging.app/minio/photo-uploads-prod/9f266218-10e9-4ccc-883a-d82b092281b0-1600.jpeg,works_well,rojan,26-02-2026,Verkehrsführung | Architektur | Infoplakat über den Bau und erhalt…,transport architecture information poster about the construction and,False,False,data/images/ac50afed-0dd4-4178-a502-988606879ae0.jpeg,True,True,none,334.77,111.75,
f6af2856-f44e-4759-9d01-a4eaa8aaf27d,fd6fa9f7-bb7b-4522-805f-b49b80941b7d,,,https://urbanbelonging.app/minio/photo-uploads-prod/782d2ef2-63f6-42b5-b5ce-6b11243bd1f5-1600.jpeg,works_well,xolivier,26-02-2026,"Design of the road makes calmer | Before it was a normal street, mich calmer now. | It is new already",design of the road makes calmer before it was a normal street me calmer now it is new ready,False,False,data/images/f6af2856-f44e-4759-9d01-a4eaa8aaf27d.jpeg,True,True,none,2811.42,82.8,
96e111c4-5e9b-42e0-8f15-692a68e1b1e3,1877a8fe-1ceb-4984-889b-d4b81bc8d6a6,47.499687,8.723647,https://urbanbelonging.app/minio/photo-uploads-prod/8329ee40-d346-49fb-9f6d-9b5e93c3aba2-1600.jpeg,works_well,c_real,26-02-2026,grosse Informationstafel | Grosse Infotafel.,large information panel big information board,False,False,data/images/96e111c4-5e9b-42e0-8f15-692a68e1b1e3.jpeg,True,True,none,555.81,114.84,
b5ab3e7c-9e91-45a4-8a73-ffa475182b7e,ec0f0c74-720a-4714-99b3-c40b2bbae27c,47.499638,8.723671,https://urbanbelonging.app/minio/photo-uploads-prod/72234c8d-41ff-4695-86a2-19e203dff74a-1600.jpeg,works_well,john,26-02-2026,"Work right out of the train station, and then you find the bus",work right out of the train station and then you find the bus,False,False,data/images/b5ab3e7c-9e91-45a4-8a73-ffa475182b7e.jpeg,True,True,none,267.81,89.09,
05e18e86-2289-413c-8a63-e658ebdad90d,91e2a0f6-184f-4766-85ac-d2c9112999a1,47.499454,8.723809,https://urbanbelonging.app/minio/photo-uploads-prod/2e5105b6-10ab-4d99-bb5f-ec562eb9c250-1600.jpeg,works_well,philemon,26-02-2026,"Eintritt Gleis 1 ist sehr einfach und gross | Gleis 1 ist auf den Stadt geöffnet, dass heisst, dass es viel Eintritt gibt und die Barrierenfrei sind. | So lassen",entrance track 1 is very simple and large track 1 is open to the city which means that there is a lot of entry and the barrier free leave it that way,False,False,data/images/05e18e86-2289-413c-8a63-e658ebdad90d.jpeg,True,True,none,1706.69,100.47,
4a253e01-abb9-4aa4-8e5e-6d2496ed3cbb,91e2a0f6-184f-4766-85ac-d2c9112999a1,47.499454,8.723809,https://urbanbelonging.app/minio/photo-uploads-prod/a0a33218-fe90-427a-af5e-b3eccad0748b-1600.jpeg,works_well,philemon,26-02-2026,Good platforms | Die Eintritt für den Bus ist sehr einfach. Es ist flach und barrierefrei. | So lassen,good platforms the entrance to the bus is very easy it is flat and barrier free leave it that way,False,False,data/images/4a253e01-abb9-4aa4-8e5e-6d2496ed3cbb.jpeg,True,True,none,3887.72,115.62,
